ensembl,symbol,chr,start,end,strand,qtl_marker,qtl_chr,qtl_pos,lod,129,AJ,B6,CAST,NOD,NZO,PWK,WSB
ENSMUSG00000037942,Crp,chr1,172698056,172699966,+,1_172713578,chr1,172713578,6.17240269049495,-0.00130490570365563,0.085576651515367,-0.440867814107844,0.441531901561759,-0.124003070789641,-0.370467534651243,0.313200236207363,0.0963345359682028
ENSMUSG00000037995,Igsf9,chr1,172481788,172498878,+,1_172713578,chr1,172713578,27.0499859578758,-0.519912397659634,-0.599217523583176,1.17421543219578,0.952913441557439,-0.470258668110191,-0.234932264840897,0.150123991631753,-0.452932011191856
ENSMUSG00000038079,Tmem237,chr1,59100594,59120096,-,1_59158177,chr1,59158177,19.5618308173868,-0.0487483819281498,0.5167038613277,-0.176536614305542,-1.13409473558063,0.040443756397167,-0.23379892697754,0.691749270336857,0.344281770729795
ENSMUSG00000038174,Fam126b,chr1,58522806,58586323,-,1_58701335,chr1,58701335,6.91963386996096,-0.0752712007113638,0.0515007493708527,0.169816901296496,0.358412598178531,-0.00243366735959656,-0.414322084939299,0.0707821731407146,-0.158485525097428
ENSMUSG00000038179,Slamf7,chr1,171634925,171649007,-,1_171829546,chr1,171829546,22.9027452486719,-0.227412665470513,-0.633378888133097,1.26166863774654,1.00471031176212,-0.291348563623325,-0.414590748692348,-0.45639742360665,-0.243250659981934
ENSMUSG00000038235,F11r,chr1,171437535,171464603,+,1_171462452,chr1,171462452,60.8033812688285,0.686866010278054,-0.98620580498586,0.982513112354893,1.15025433812507,-0.483078940688331,-1.02051224775311,-1.17658777628722,0.846751308957951
ENSMUSG00000038305,Spats2l,chr1,57774162,57948394,+,1_58149196,chr1,58149196,22.3388801916577,-0.594247364965473,-0.397368841832395,-0.378959745413438,0.166869454472652,-0.524175030507001,-0.171418174885661,0.888079881650685,1.01121922538713
ENSMUSG00000038323,1700066M21Rik,chr1,57377620,57385423,+,1_57406575,chr1,57406575,31.8762529760305,0.24322961899307,0.48887120130093,0.199306295760507,-1.24904669990704,0.122965859984921,0.374268308656669,0.437383501696119,-0.616978086486072
ENSMUSG00000038349,Plcl1,chr1,55406388,55751802,+,1_55288680,chr1,55288680,29.3443668124204,-0.175270185101716,-0.199078683549144,-0.137171695308946,-0.519117780312942,-0.417482251398538,-0.494197160018281,1.88706775299383,0.0552482319496899
ENSMUSG00000038370,Pcp4l1,chr1,171173262,171196268,-,1_171708589,chr1,171708589,9.45607964647209,-0.0809800912719767,-0.0927311070783036,0.54025272312717,0.477276338542242,-0.656857127125615,-0.0531414268437309,0.188121395943047,-0.321940705293026
ENSMUSG00000038463,Olfml2b,chr1,170644532,170682789,+,1_170492664,chr1,170492664,13.7805722549212,-0.746187355678733,-0.253144680442247,0.98403987813501,-0.416285765395316,-0.111225876250414,0.0444324570375754,0.411042067624629,0.0873292749703113
ENSMUSG00000038530,Rgs4,chr1,169741477,169747642,-,1_169972414,chr1,169972414,42.6699900368999,0.73499644819352,-0.161077594920667,-0.688079533000461,0.254854297343279,0.751822801994352,-0.314292154041887,-1.45170188474751,0.873477619180123
ENSMUSG00000038576,Susd4,chr1,182763860,182896598,+,1_182845366,chr1,182845366,29.489129921784,-0.259642022197274,-0.375727333631188,-0.0180653354081404,1.88956492852433,-0.319755256588096,-0.170836174109103,-0.340113756579525,-0.405424584736759
ENSMUSG00000038608,Dock10,chr1,80501073,80758553,-,1_80609250,chr1,80609250,49.8265581818316,0.412472376131038,2.23714095127487,0.2887607633276,0.47253823563493,-1.23500720762543,0.226387584189486,-1.15826248724886,-1.24403021567627
ENSMUSG00000038633,Degs1,chr1,182275772,182282804,-,1_182122854,chr1,182122854,30.1311174111939,0.589424287802081,-0.3562222471877,1.49980981549863,-0.56818250005156,-0.25238964311407,-0.383470640813789,-0.687377554464415,0.158408482330657
ENSMUSG00000038702,Dsel,chr1,111858702,111864909,-,1_108399553,chr1,108399553,20.7073497043853,0.238846577381195,0.0215893950268527,0.461050809168361,0.182040868462982,0.137779417718659,-0.329913201394128,-1.25006665521528,0.538672896340575
ENSMUSG00000038776,Ephx1,chr1,180976155,181020904,-,1_180904377,chr1,180904377,38.013156709346,0.844077569330595,-0.202457531549614,0.920015026579881,-1.3819467458959,0.546224544634323,-1.05466371806061,-0.253671554981001,0.58242240994016
ENSMUSG00000038793,Lefty1,chr1,180935022,180938400,+,1_180771090,chr1,180771090,113.09225206938,0.883104021266099,-1.18519137027745,1.48460148665703,-1.03612087587116,1.18365513217229,-1.0951550314801,-1.19072509437575,0.955831731909674
ENSMUSG00000038806,Sde2,chr1,180851151,180868097,+,1_180458616,chr1,180458616,15.8718230276333,0.208303318466483,0.96917205500741,0.0346090771936805,-0.782324832069717,0.304399235638439,-0.307993128953344,-0.576756574811628,0.150590849529147
ENSMUSG00000038866,Zcchc2,chr1,105990406,106034074,+,1_109538194,chr1,109538194,6.30939900082815,-0.19714195498759,0.0668230826644389,-0.212042565944041,0.332727724268966,-0.483369127805728,-0.191944206263823,0.448513977819108,0.236433052370278
ENSMUSG00000038949,Cnst,chr1,179546370,179627478,+,1_179472501,chr1,179472501,12.4552077997901,-0.140919773524805,0.248962676377996,-0.0652005525027604,-0.516257116299276,-0.129657598551682,-0.0917871973391443,-0.134246111343853,0.829105673183767
ENSMUSG00000039210,Gpatch2,chr1,187215508,187351704,+,1_187431424,chr1,187431424,26.8736888804831,0.3181828388054,0.652451738583402,-0.164900255166192,-0.688093295308646,0.599550795451654,-0.400241674299035,0.631532271345641,-0.948482419411597
ENSMUSG00000039246,Lyplal1,chr1,186087731,186117310,-,1_186122115,chr1,186122115,66.0852635316936,-0.0593988831722378,0.504857019335443,-0.927297661006321,1.82930700433108,0.325091481709137,-1.21073497765697,0.475009883438091,-0.936833866979531
ENSMUSG00000039318,Rab3gap2,chr1,185204168,185286743,+,1_185802433,chr1,185802433,28.6576067471949,0.685497703035564,-0.281399937177548,-1.33178519831587,0.625287702103118,0.520753726423154,-0.953383916439846,0.325509658651782,0.409520261719601
ENSMUSG00000039349,C130074G19Rik,chr1,184871926,184883218,-,1_184876785,chr1,184876785,38.0229301136013,0.61793387880873,0.0855166621195228,0.135919022758229,-2.22636409182871,0.540395934938766,0.171157582817295,0.551810764693233,0.123630245695001
ENSMUSG00000039354,Smarcal1,chr1,72583251,72633134,+,1_72427504,chr1,72427504,27.2208346060923,-0.457308677064207,1.66141786609493,-0.547901970670737,0.473021339484101,-0.77982762412856,-0.224745716215182,0.43234151204507,-0.556996729545734
ENSMUSG00000039372,March4,chr1,72427112,72536930,-,1_72766852,chr1,72766852,19.1111032143507,-0.0882493584197778,-0.683626198644566,0.00188519290036092,-0.0106544296368431,-0.0718917415232128,-0.0458446422237042,-0.0188786269491381,0.917259804496817
